label,left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20
hello,0.2294689118862152,0.8867068886756897,4.496210976867588e-07,0.2725867629051208,0.8746142387390137,-0.0228577032685279,0.3149415850639343,0.8320131897926331,-0.0322267077863216,0.3422459065914154,0.7968146800994873,-0.0391780510544776,0.3647912442684173,0.7749089002609253,-0.0467890053987503,0.2939903438091278,0.7506362199783325,-0.0244171321392059,0.321489542722702,0.6942641735076904,-0.0429017357528209,0.3405806124210357,0.6594327092170715,-0.0572832524776458,0.3573269248008728,0.6339751482009888,-0.0664350166916847,0.2625010013580322,0.7359625101089478,-0.0247981324791908,0.2831410765647888,0.671137809753418,-0.0400998219847679,0.2986315786838531,0.6281927227973938,-0.0531789697706699,0.3115613460540771,0.5963483452796936,-0.0617398098111152,0.2297045886516571,0.7399395108222961,-0.0279418006539344,0.2400989085435867,0.6746008396148682,-0.0446451939642429,0.2496034204959869,0.631776750087738,-0.056594967842102,0.2586618959903717,0.5992030501365662,-0.0638233721256256,0.1962354481220245,0.7609314918518066,-0.0327876061201095,0.194148451089859,0.7114964127540588,-0.049973901361227,0.1939748972654342,0.679689884185791,-0.0567903481423854,0.195269376039505,0.6530798077583313,-0.0599263682961463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.1950789541006088,0.6770731210708618,4.563042068639334e-07,0.2455997169017791,0.6546576023101807,-0.0165838804095983,0.2807385325431824,0.6035502552986145,-0.0205936096608638,0.3050552606582641,0.5581061244010925,-0.0234944093972444,0.3257830739021301,0.5244395732879639,-0.0262142550200223,0.2470961511135101,0.5197573304176331,-0.0057502505369484,0.2721359729766845,0.4583904445171356,-0.0171818844974041,0.2882652282714844,0.418518990278244,-0.0284387934952974,0.3008918762207031,0.3848006725311279,-0.0359902270138263,0.2161604166030883,0.507186770439148,-0.0056904582306742,0.2312017381191253,0.4361394047737121,-0.013787236995995,0.2428988218307495,0.3893653154373169,-0.023618584498763,0.2528834342956543,0.3504261374473572,-0.0305681750178337,0.1848998069763183,0.5104580521583557,-0.0084439422935247,0.1906309574842453,0.4434895515441894,-0.0176134370267391,0.197300910949707,0.4007319509983063,-0.0258875619620084,0.2044926583766937,0.3665270507335663,-0.0311609096825122,0.1531257629394531,0.5280939340591431,-0.0129668740555644,0.1478804349899292,0.4769164621829986,-0.0224009994417428,0.146949216723442,0.4418622255325317,-0.0261488892138004,0.1481397151947021,0.4105372726917267,-0.027667386457324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.1854965388774871,0.6615568399429321,5.190829028833832e-07,0.2385292202234268,0.6298731565475464,-0.0177124124020338,0.2774271070957184,0.577893853187561,-0.0231414921581745,0.3032818138599396,0.5283507704734802,-0.0274977311491966,0.3208656311035156,0.4880857467651367,-0.03127396479249,0.2430303990840912,0.495393693447113,-0.0051664761267602,0.2694155275821686,0.4308484494686126,-0.0162337850779294,0.2833849191665649,0.3897412419319153,-0.0273310095071792,0.294024646282196,0.3550351858139038,-0.0349167585372924,0.2121986299753189,0.4806981980800628,-0.0053379433229565,0.2277068942785263,0.4050001502037048,-0.0132448878139257,0.2375577986240387,0.3579338192939758,-0.0235731415450572,0.245404303073883,0.3191005885601043,-0.0309694539755582,0.1811910271644592,0.4824999868869781,-0.0084548313170671,0.1872295588254928,0.4134139120578766,-0.017658282071352,0.191819280385971,0.370304137468338,-0.0263066254556179,0.197361335158348,0.3340018689632416,-0.0321607030928134,0.1487193703651428,0.4988373517990112,-0.0133947962895035,0.1415059566497802,0.446268618106842,-0.0229362789541482,0.1391630917787552,0.4113552868366241,-0.0265290737152099,0.1395262479782104,0.379329651594162,-0.0279218107461929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.2093356847763061,0.6310234665870667,3.935032282242901e-07,0.2652816474437713,0.6102206707000732,-0.0103022120893001,0.313292920589447,0.5721403956413269,-0.0142165552824735,0.3468400835990906,0.5340210199356079,-0.01980846747756,0.3701431453227997,0.5026444792747498,-0.025573406368494,0.3020771741867065,0.484807938337326,0.0056320773437619,0.3378176689147949,0.4367401599884033,-0.0071286833845078,0.3598405420780182,0.4070542454719543,-0.0205079782754182,0.3790121078491211,0.3806999921798706,-0.0296367350965738,0.2778773903846741,0.4621179699897766,0.0011954724323004,0.3095041215419769,0.40070840716362,-0.0070181675255298,0.3287461102008819,0.3649840950965881,-0.0176077280193567,0.3445882201194763,0.3337833881378174,-0.0258882064372301,0.2494773268699646,0.4527768790721893,-0.0066507584415376,0.2722941637039184,0.3892730474472046,-0.0157320760190486,0.2863951921463012,0.3531149625778198,-0.022643007338047,0.2998619675636291,0.3230962753295898,-0.0279745627194643,0.216276466846466,0.4565954804420471,-0.0162245035171508,0.2260719090700149,0.406837522983551,-0.0226577930152416,0.234367161989212,0.3747890293598175,-0.0234985314309597,0.2429276257753372,0.3441919386386871,-0.0243336707353591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.214509055018425,0.6171759366989136,3.623190991675074e-07,0.2722746431827545,0.606180727481842,-0.0137700904160738,0.3216999471187591,0.5774728655815125,-0.0171704534441232,0.3571510016918182,0.543279767036438,-0.0211555007845163,0.3771375119686126,0.5106524229049683,-0.0250180233269929,0.3137505650520324,0.493168830871582,0.0028409904334694,0.3542316555976867,0.451706051826477,-0.0083046555519104,0.3770259618759155,0.4241992235183716,-0.0200907010585069,0.3956676125526428,0.3992241322994232,-0.0282284636050462,0.2905564308166504,0.4691787958145141,0.0006060496089048,0.3243066072463989,0.4104697108268738,-0.0075220521539449,0.3449122309684753,0.3756393492221832,-0.0177066121250391,0.3616017699241638,0.3452120423316955,-0.0253517627716064,0.2624756395816803,0.4568164050579071,-0.0049993339926004,0.2877292037010193,0.3988257944583893,-0.0147237880155444,0.3050342500209808,0.3642833828926086,-0.0221588462591171,0.3214827477931976,0.3357162475585937,-0.0273051243275403,0.2286760210990905,0.4542526602745056,-0.0124857937917113,0.237599566578865,0.4077645540237427,-0.0220542158931493,0.2461579442024231,0.3783852458000183,-0.0250114724040031,0.2556037008762359,0.3512582778930664,-0.0264527834951877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.2149355113506317,0.6063615679740906,3.833848722933908e-07,0.2719589471817016,0.5978871583938599,-0.0132178235799074,0.3198989033699035,0.5712584257125854,-0.0168324373662471,0.3547075986862182,0.5411211848258972,-0.0205224566161632,0.3764680027961731,0.5131677389144897,-0.0242217052727937,0.3110569715499878,0.4909276366233825,-0.0032069380395114,0.3524567186832428,0.4502248167991638,-0.0146917439997196,0.3756448030471802,0.4223333895206451,-0.0251892711967229,0.3942821025848388,0.3981626629829407,-0.0322865583002567,0.288504421710968,0.4658406972885132,-0.0055914688855409,0.3234719634056091,0.4079630672931671,-0.014447845518589,0.3451555669307709,0.3724258542060852,-0.0233836974948644,0.3628735244274139,0.3429653346538543,-0.0298308078199625,0.2608936429023742,0.4527817070484161,-0.0107768652960658,0.2868886590003967,0.3925997614860534,-0.0207284819334745,0.3053962886333465,0.3590377569198608,-0.0278421845287084,0.3229146599769592,0.3326002955436706,-0.0326907485723495,0.2280406206846237,0.4504523873329162,-0.017544412985444,0.236962616443634,0.4022810459136963,-0.0275624729692935,0.2462935894727707,0.3735581338405609,-0.0309101417660713,0.2572662234306335,0.3487260639667511,-0.0324582196772098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.1946282684803009,0.5807311534881592,3.9059568734955974e-07,0.2491257488727569,0.5446804165840149,-0.0118151269853115,0.2837920784950256,0.4965799152851105,-0.0120678190141916,0.3033240735530853,0.4541235864162445,-0.0131890606135129,0.310486763715744,0.4135763347148895,-0.0146810822188854,0.25589719414711,0.4169976711273193,0.0060974112711846,0.2785013318061828,0.3596053123474121,-0.0031190253794193,0.2936369180679321,0.3237724304199219,-0.0149031039327383,0.3061401844024658,0.2919605374336242,-0.0237458813935518,0.2305210083723068,0.4051742255687713,0.0032543730922043,0.2444446831941604,0.3366292715072632,-0.0030933641828596,0.254772424697876,0.2924784123897552,-0.0149036813527345,0.2636723220348358,0.2557115852832794,-0.0244954861700534,0.2041220664978027,0.4056428074836731,-0.0028073131106793,0.2136167883872985,0.3428811430931091,-0.0100255701690912,0.2221969813108444,0.3041865825653076,-0.0189496297389268,0.2295901179313659,0.2732950448989868,-0.0258172843605279,0.1749659776687622,0.418283075094223,-0.0107677225023508,0.1744547188282013,0.3696228861808777,-0.017662689089775,0.1764386445283889,0.3431254923343658,-0.0209765378385782,0.1798900067806244,0.3207004070281982,-0.0232190396636724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.1875544786453247,0.564949631690979,4.797528276867524e-07,0.2351243048906326,0.5274994373321533,-0.0161530226469039,0.2671886384487152,0.476984828710556,-0.0199521034955978,0.2812082469463348,0.4288595020771026,-0.0230353232473135,0.2863200306892395,0.3884789049625397,-0.025795392692089,0.2292721718549728,0.3933268189430237,-0.0037802497390657,0.2516958713531494,0.3338135480880737,-0.0150196580216288,0.2662082314491272,0.2980790734291076,-0.0263738110661506,0.2780687212944031,0.2674502432346344,-0.0337389074265956,0.2000397145748138,0.3818634748458862,-0.0039057738613337,0.2148636579513549,0.3115848302841186,-0.0115714808925986,0.2259561866521835,0.2695978283882141,-0.0211579725146293,0.2355191558599472,0.2345347851514816,-0.0278574377298355,0.1709547638893127,0.3849489986896515,-0.0070904823951423,0.1695715188980102,0.3175454139709472,-0.0151339024305343,0.1716149598360061,0.2725459337234497,-0.0233120117336511,0.1757180988788604,0.236465573310852,-0.0288136042654514,0.1405792385339737,0.402306854724884,-0.0122338477522134,0.1324712187051773,0.3514134883880615,-0.0199929308146238,0.1294871866703033,0.3158966302871704,-0.0235247984528541,0.1291618943214416,0.2847955822944641,-0.0252048503607511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.1902482509613037,0.5606736540794373,3.765033511626825e-07,0.237610325217247,0.5229649543762207,-0.0133360028266906,0.2681094408035278,0.4701939225196838,-0.0157178230583667,0.2801204025745392,0.4202796816825866,-0.0179313644766807,0.2843304276466369,0.3808362185955047,-0.019925694912672,0.2223820984363556,0.3872710466384887,0.0003529155510477,0.2389118671417236,0.324505090713501,-0.0093151200562715,0.2488596141338348,0.2858566045761108,-0.0193818807601928,0.256946712732315,0.2534224987030029,-0.0264308452606201,0.1924371421337127,0.3792954683303833,-0.0016211619367823,0.198988452553749,0.3045622706413269,-0.0096492758020758,0.2058370113372802,0.2580284774303436,-0.0195340700447559,0.2120202034711837,0.219713807106018,-0.0264599807560443,0.1640969365835189,0.3855933547019958,-0.0065365931950509,0.1603178679943084,0.3112515211105346,-0.0161123350262641,0.1607173383235931,0.2608450353145599,-0.0266170818358659,0.1635487079620361,0.2178918719291687,-0.0336700230836868,0.1360439360141754,0.4048112630844116,-0.0128248874098062,0.1242860183119773,0.3525792062282562,-0.0230870228260755,0.1198795139789581,0.3143165111541748,-0.0289653185755014,0.1195202991366386,0.2787792086601257,-0.0323198139667511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.1977986544370651,0.5869868993759155,2.3737993615213787e-07,0.2522846460342407,0.5614574551582336,-0.0110704991966485,0.2948545217514038,0.5181871056556702,-0.0163475684821605,0.3239608407020569,0.4775232672691345,-0.0228620190173387,0.3456141948699951,0.4435989260673523,-0.0296860169619321,0.2801178693771362,0.4338758885860443,-0.0012720728991553,0.3136192858219147,0.3781075477600097,-0.0155203668400645,0.3351410627365112,0.3444957137107849,-0.0290465913712978,0.3522462844848633,0.3169636130332947,-0.0380651950836181,0.2555757164955139,0.4138900339603424,-0.006101350300014,0.2832253277301788,0.3473166525363922,-0.0159857720136642,0.3017964959144592,0.3087025880813598,-0.0264505371451377,0.3165838718414306,0.2765918672084808,-0.034587375819683,0.2273377031087875,0.4078788161277771,-0.0140676656737923,0.2436474114656448,0.3396790623664856,-0.0248278677463531,0.2576653063297272,0.2999258041381836,-0.0325843505561351,0.2715564370155334,0.2676024436950683,-0.0381395891308784,0.1949166059494018,0.415489912033081,-0.0236746296286582,0.1946279108524322,0.358526349067688,-0.0319034531712532,0.1983774155378341,0.3241645991802215,-0.033658318221569,0.203984260559082,0.295625776052475,-0.0349378995597362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
